,fit_time,score_time,test_score,train_score
0,10949.3515894413,0.010715246200561523,-1439514670.1848207,-2.4339766460090066e-09
1,12080.230350255966,0.006456851959228516,-1451712037.886183,-2.0791558780764427e-09
2,11133.460144758224,0.0072650909423828125,-1137261095.2733166,-2.3185768833619125e-09
3,11448.511778354645,0.005743741989135742,-1641623728.1409833,-2.071530787101556e-09
4,11540.267353057861,0.006073951721191406,-1059719510.1466129,-2.0941027875004143e-09
