,OID,Country,CountryCode,GridCellArea,pointid,Pop,X,Y,X_deg,Y_deg,TravelHours,NTLBin,NTLArea,NightLights,Elevation,Slope,LandCover,Conflict,ElectrificationOrder,GHI,SolarRestriction,WindVel,HydropowerFID,HydropowerDist,Hydropower,CurrentHVLineDist,PlannedHVLineDist,CurrentMVLineDist,PlannedMVLineDist,SubstationDist,TransformerDist,RoadDist,IsUrban,Electrific,ElecTechStart,PerCapitaDemand,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,ResidentialDemandTierCustom,CommercialDemand,AgriDemand,EducationDemand,HealthDemand,HealthDemand2025,EducationDemand2025,ElecStart,Elec_Initial_Status_Grid2012,Elec_Init_Status_Offgrid2012,Actual_Elec_Status_2012,FinalElecCode2012,GridReachYear,RoadDistClassified,SubstationDistClassified,LandCoverClassified,ElevationClassified,SlopeClassified,GridClassification,GridPenalty,WindCF,PopStartYear,Pop2025High,Pop2025Low,Pop2012,GridDistCalibElec,ElecPopCalib,PV total output,MVConnectDist,minTDdist,Pop2025,NewConnections2025,NumPeoplePerHH,Tier,EnergyPerSettlement2025,TotalEnergyPerCell,Demand_Name2025,DistributionNetwork? 2012,MG_Hybrid_LowLandsFuelCost2025,SA_PV_2025,MG_Hybrid_LowLands2025,Minimum_Tech_Off_grid2025,Minimum_LCOE_Off_grid2025,Grid2025,MinGridDist2025,ElectrificationOrder2025,MinimumOverall2025,MinimumOverallLCOE2025,InvestmentCost2025,ElecStatusIn2025,InvestmentCapita2025,FinalElecCode2025,NewCapacity2025,PVcapacity2025,GenSetcapacity2025,Batterycapacity2025,Scenario,SA
12624,-1,Bolivia,1,1,12625,272.50928,-7077.210999999999,-2455.9548,-63.575669999999995,-21.668116,2,0,1,0.0,700,1.7872576,4,0,0,1778,1,4.029706,393,87.1656,1049840,130.082,0.519,0.006,0.005,3.3360000000000003,0,1.2109782,0,0.547,1,229.17282000000003,10.659788,60.322834,221.18372000000002,583.1207,824.41205,223.1874,0,0,5.9854317,0.0,0,0,0.547,1,0,1,Grid2012,2012,5,3,4,4,5,4.25,1.1483938999999999,0.03326813,260.63882,313.5934,297.91373,260.63882,0.006,142.56944,516.65137,0.0,0.005,313.5934,171.02397,3.4190940000000003,3,29268.957000000002,50360.65,LowLands,True,1.0089867000000001,1.0153796999999998,0.7726246999999999,MG_Hybrid_LowLands2025,0.7726246999999999,0.1223,0.0,0,Grid2025,0.1223,70204.72,1,410.4964,Grid2025,8.520004,,,,Other technologies,False
12631,-1,Bolivia,1,1,12632,857.49585,-7155.0493,-2575.8979999999997,-64.2749,-22.671675,6,1,1,1.9613348000000002,394,1.9071794999999998,12,0,0,1726,0,2.4293342,396,13.375739999999999,1409850,150.401,103.575,0.048,0.049,108.014,0,10.701932000000001,0,0.8140000000000001,4,244.13412000000002,10.659788,60.322834,221.18372000000002,583.1207,824.41205,237.56895,0,0,1.9021499,4.663027,0,0,0.8140000000000001,0,1,1,MG_Diesel2012,2012,3,1,3,5,5,3.5,1.0737288999999999,0.001450828,820.1435,986.7739,937.43524,820.1435,0.048,667.5968,530.43854,0.049,0.049,986.7739,319.1771,3.4190940000000003,4,51186.7,149950.83,LowLands,True,1.02696,1.1007209,0.618571,MG_Hybrid_LowLands2025,0.618571,0.30239683,0.05261272,1,Grid2025,0.30239683,82982.875,1,259.99005,Grid2025,13.753956,,,,Other technologies,False
12649,-1,Bolivia,1,1,12650,508.684,-7152.853,-2568.0364,-64.25516999999999,-22.606120999999998,10,1,1,0.1960949,412,1.8859443999999999,14,0,0,1723,1,2.4037509999999997,396,18.29104,1409850,143.808,96.219,0.071,0.071,100.626,0,17.704762,0,0.693,4,248.63596,10.659788,60.322834,221.18372000000002,583.1207,824.41205,237.56895,0,0,3.2064814999999998,7.8605313,0,0,0.693,0,1,1,MG_Diesel2012,2012,3,1,5,5,5,3.9,1.1076348,0.001320825,486.52582,585.3744,556.10565,486.52582,0.071,337.16238,529.93604,0.071,0.071,585.3744,248.21197999999998,3.4190940000000003,4,40688.133,90567.86,LowLands,True,1.0449333,1.0058799999999999,0.68858606,MG_Hybrid_LowLands2025,0.68858606,0.34735784,0.07864207,1,Grid2025,0.34735784,78483.38,1,316.195,Grid2025,11.370292,,,,Other technologies,False
12661,-1,Bolivia,1,1,12662,268.87582000000003,-7207.656,-1910.3959,-64.747475,-17.017776,7,0,1,0.0,214,3.1879435000000003,2,0,0,1738,1,2.4219607999999995,194,22.362804,5196390,9.825,9.825,8.831,0.034,33.074,0,8.894678,0,0.297,1,120.7188,10.659788,60.322834,221.18372000000002,583.1207,824.41205,120.7188,0,0,0.0,0.0,0,0,0.297,1,0,1,Grid2012,2012,4,1,4,5,5,3.85,1.10274,0.0014124860000000001,257.16364,309.41217,293.94156,257.16364,8.831,76.3776,448.06665,0.0,0.034,309.41217,233.03456,3.4190940000000003,3,38442.79,49742.074,LowLands,True,1.0314534,0.99719864,0.8090016999999999,MG_Hybrid_LowLands2025,0.8090016999999999,0.1223,0.0,0,Grid2025,0.1223,102633.164,1,440.42037999999997,Grid2025,10.74283,,,,Other technologies,False
12663,-1,Bolivia,1,1,12664,374.24606,-7281.5,-1907.6361,-65.41083,-16.993923000000002,2,0,1,0.0,339,2.147967,2,0,0,1661,1,1.9622808,193,1.9867932000000001,8108790,0.657,0.657,1.365,0.096,4.037,0,2.7380327999999996,0,0.573,1,131.96829,10.659788,60.322834,221.18372000000002,583.1207,824.41205,127.60996999999999,0,0,4.358324,0.0,0,0,0.573,1,0,1,Grid2012,2012,5,3,4,5,5,4.4,1.1699331,0.000148001,357.944,430.66827,409.13486,357.944,1.365,205.10191,453.11884000000003,0.0,0.096,430.66827,225.56637999999998,3.4190940000000003,3,37337.95,67680.68,LowLands,True,1.0089867000000001,1.0434264000000002,0.72323054,MG_Hybrid_LowLands2025,0.72323054,0.1223,0.0,0,Grid2025,0.1223,81157.71,1,359.79526,Grid2025,10.434083,,,,Other technologies,False
12697,-1,Bolivia,1,1,12698,875.66315,-6682.6753,-2041.6969,-60.031493999999995,-18.14903,5,1,1,3.7123352999999994,433,2.9506812,13,0,0,1823,1,3.861848,626,40.199795,244089,304.503,304.33299999999997,0.139,0.142,304.33299999999997,0,1.4184803,0,0.929,4,211.56737,10.659788,60.322834,221.18372000000002,583.1207,824.41205,209.70468,0,0,1.8626863,0.0,0,0,0.929,0,1,1,MG_Diesel2012,2012,5,1,3,5,5,3.8,1.098049,0.02746703,837.5195,1007.6802,957.29614,837.5195,0.139,778.0555400000001,477.89907999999997,0.142,0.142,1007.6802,229.62458999999998,3.4190940000000003,3,37938.32,153043.69,LowLands,True,1.0224666999999998,1.0838386999999998,0.6275821,MG_Hybrid_LowLands2025,0.6275821,0.29149273,0.15592296,1,Grid2025,0.29149273,59546.01,1,259.31894,Grid2025,10.601856,,,,Other technologies,False
12698,-1,Bolivia,1,1,12699,4320.1675,-7107.4116,-1942.11,-63.846966,-17.29167,1,1,1,3.5526357,289,0.5854944000000001,13,0,0,1817,1,4.9200153,215,9.356791000000001,6564200,11.302,10.717,0.168,0.077,28.794,0,0.2852064,2,0.9640000000000001,1,380.86185,10.659788,60.322834,221.18372000000002,583.1207,824.41205,374.6476,0,0,5.023129,1.1911073,0,0,0.9640000000000001,1,0,1,Grid2012,2012,5,1,3,5,5,3.8,1.098049,0.07317314,4131.982,4971.486,4722.9116,4131.982,0.168,3983.2307,464.05798,0.0,0.077,4971.486,988.25543,3.8418381,4,134082.36,658518.25,LowLands,True,1.0044934,0.97090864,0.4741525,MG_Hybrid_LowLands2025,0.4741525,0.1223,0.0,0,Grid2025,0.1223,152871.62,1,154.68837,Grid2025,33.454723,,,,Other technologies,False
12704,-1,Bolivia,1,1,12705,693.9903,-7100.213000000001,-2425.7683,-63.7823,-21.414414999999998,1,1,1,1.8562836999999999,724,0.8637367,14,0,0,1808,1,3.3453004,385,82.07376,3034450,104.854,23.119,0.069,0.005,41.049,0,0.5499073,0,0.8590000000000001,4,134.22383,10.659788,60.322834,221.18372000000002,583.1207,824.41205,126.11188999999999,0,0,2.3503006,5.761646,0,0,0.8590000000000001,0,1,1,MG_Diesel2012,2012,5,1,5,4,5,4.05,1.1236313999999998,0.013338841,663.7602,798.61786,758.687,663.7602,0.069,570.1700400000001,519.7568,0.005,0.005,798.61786,228.44786000000002,3.4190940000000003,3,37764.234,122115.06,LowLands,True,1.0044934,1.0928307,0.6425749,MG_Hybrid_LowLands2025,0.6425749,0.31077984,0.0056181569999999995,1,Grid2025,0.31077984,63957.98,1,279.96752999999995,Grid2025,10.553208,,,,Other technologies,False
12736,-1,Bolivia,1,1,12737,225.27434,-7432.544,-1708.3461,-66.76768,-15.263516000000001,30,0,1,0.0,345,4.185988,2,0,0,1806,1,2.3329775,482,10.346368,395799,24.016,24.016,31.516,21.541999999999998,31.521,0,26.92483,0,0.21,1,122.5165,10.659788,60.322834,221.18372000000002,583.1207,824.41205,122.5165,0,0,0.0,0.0,0,0,0.21,1,0,1,Grid2012,2012,2,1,4,5,5,3.55,1.0773641999999999,0.0010039410000000002,215.46142999999998,259.2372,246.27536,215.46142999999998,31.516,45.246902,436.71795999999995,0.0,21.541999999999998,259.2372,213.99031000000002,3.4190940000000003,3,35625.387,42319.203,LowLands,True,1.1348,0.97923654,0.88878465,MG_Hybrid_LowLands2025,0.88878465,0.1223,0.0,0,Grid2025,0.1223,105404.1,1,492.56482,Grid2025,10.158682,,,,Other technologies,False
12763,-1,Bolivia,1,1,12764,163.50557,-7247.1987,-1920.8795,-65.10269,-17.108362,10,0,1,0.0,283,0.7842169,2,0,0,1668,1,1.8591706000000001,193,38.123882,8108790,11.883,11.883,6.505,0.003,14.308,0,12.20852,0,0.067,3,137.5857,10.659788,60.322834,221.18372000000002,583.1207,824.41205,127.60996999999999,0,0,9.975719,0.0,0,0,0.067,0,1,1,SA_PV2012,2012,3,1,4,5,5,3.7,1.0892444,7.070000000000001e-05,156.3833,188.15605,178.74825,156.3833,6.505,10.477681,455.65862999999996,0.003,0.003,188.15605,177.67836,3.4190940000000003,3,30253.406000000003,31803.472999999998,LowLands,False,1.0449333,1.0823411,0.793592,MG_Hybrid_LowLands2025,0.793592,0.47954947,0.0032677331,1,Grid2025,0.47954947,84687.66,1,476.6346,Grid2025,8.806572000000001,,,,Other technologies,False
12766,-1,Bolivia,1,1,12767,225.27434,-7216.5386,-1806.2217,-64.82727,-16.115269,5,0,1,0.0,181,1.8939354,11,0,0,1821,0,3.1634588,173,36.057495,6277370,105.131,105.131,82.79700000000001,72.72800000000001,108.51100000000001,0,84.36194,0,0.371,2,134.8504,10.659788,60.322834,221.18372000000002,583.1207,824.41205,127.60996999999999,0,0,7.240442,0.0,0,0,0.371,0,1,1,SA_Diesel2012,2012,1,1,1,5,5,2.8,1.0361818,0.009703998,215.46142999999998,259.2372,246.27536,215.46142999999998,82.79700000000001,79.936195,442.50784000000004,2.777939,72.72800000000001,259.2372,179.30103,3.4190940000000003,3,30493.463,42319.203,LowLands,False,1.0224666999999998,0.97117037,0.83660185,MG_Hybrid_LowLands2025,0.83660185,0.67219746,2.87845,1,Grid2025,0.67219746,122835.55,1,685.08,Grid2025,8.695298,,,,0.2 USD/l,False
12778,-1,Bolivia,1,1,12779,203.47359,-7269.0933,-1917.9069,-65.29938,-17.082682000000002,7,0,1,0.0,376,4.825185299999999,2,0,0,1563,1,1.5661473,193,16.992414,8108790,6.836,6.836,8.019,2.373,18.185,0,6.9748187,0,0.036000000000000004,3,127.60996999999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,127.60996999999999,0,0,0.0,0.0,0,0,0.036000000000000004,0,1,1,SA_PV2012,2012,4,1,4,5,5,3.85,1.10274,3.6000000000000003e-06,194.61032,234.14975,222.44226,194.61032,8.019,7.005972,458.22705,2.373,2.373,234.14975,227.14377000000002,3.4190940000000003,3,37571.31,38607.77,LowLands,False,1.0314534,1.1088492,0.7402118000000001,MG_Hybrid_LowLands2025,0.7402118000000001,0.5342614,2.6168022,1,Grid2025,0.5342614,117641.836,1,517.91797,Grid2025,10.499295,,,,0.2 USD/l,False
12788,-1,Bolivia,1,1,12789,225.27434,-7260.3257,-1904.6954,-65.22061,-16.968501999999997,3,0,1,0.0,237,0.4140143,8,0,0,1704,1,2.1279654999999997,193,23.264248000000002,8108790,3.4330000000000003,3.4330000000000003,1.148,0.003,7.436,0,1.9016224,0,0.016,1,74.87759399999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,74.87759399999999,0,0,0.0,0.0,0,0,0.016,1,0,1,Grid2012,2012,5,2,2,5,5,3.8,1.098049,0.00039176300000000005,215.46142999999998,259.2372,246.27536,215.46142999999998,1.148,3.4473830000000003,450.04407000000003,0.0,0.003,259.2372,255.78984,3.4190940000000003,3,41809.2,42319.203,LowLands,True,1.01348,0.9971527,0.95161104,MG_Hybrid_LowLands2025,0.95161104,0.1223,0.0,0,Grid2025,0.1223,150768.58,1,589.42365,Grid2025,11.454483999999999,,,,Other technologies,False
12812,-1,Bolivia,1,1,12813,239.80817000000002,-7262.9478,-1924.0475,-65.24417,-17.135727,12,0,1,0.0,374,5.268114,2,0,0,1543,1,1.117696,203,24.43952,9727050,13.382,13.382,6.854,5.5920000000000005,18.365,0,14.718066,0,0.03,3,127.60996999999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,127.60996999999999,0,0,0.0,0.0,0,0,0.03,0,1,1,SA_PV2012,2012,3,1,4,5,5,3.7,1.0892444,1.1400000000000001e-10,229.36217000000002,275.9622,262.1641,229.36217000000002,6.854,6.880864999999999,461.06667999999996,5.5920000000000005,5.5920000000000005,275.9622,269.08133,3.4190940000000003,3,43775.543,44793.496,LowLands,False,1.05392,1.1011978,0.7153364999999999,MG_Hybrid_LowLands2025,0.7153364999999999,0.60654294,6.0910544,1,Grid2025,0.60654294,157008.8,1,583.4994,Grid2025,11.993203,,,,0.2 USD/l,False
12817,-1,Bolivia,1,1,12818,167.13902,-7247.8145,-1896.3533,-65.10821999999999,-16.896372,7,0,1,0.0,220,1.0337231,2,0,0,1728,1,2.329827,193,37.49118,8108790,11.612,11.612,3.636,2.6239999999999997,13.208,0,10.4354315,0,0.043,2,127.60996999999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,127.60996999999999,0,0,0.0,0.0,0,0,0.043,0,1,1,SA_Diesel2012,2012,3,1,4,5,5,3.7,1.0892444,0.000991231,159.85849,192.3373,182.72043,159.85849,3.636,6.873914699999999,448.00345,2.6239999999999997,2.6239999999999997,192.3373,185.46338,3.4190940000000003,3,31405.12,32422.045,LowLands,False,1.0314534,1.0234382,0.7784707,MG_Hybrid_LowLands2025,0.7784707,0.59668434,2.8581772,1,Grid2025,0.59668434,111253.23,1,599.8663,Grid2025,8.95526,,,,0.2 USD/l,False
12831,-1,Bolivia,1,1,12832,755.7590299999999,-7198.0386,-1929.8026,-64.66108,-17.185429,15,1,1,0.8627104,227,1.3506948,14,0,0,1710,1,2.659305,194,18.037865,5196390,1.7309999999999999,1.7309999999999999,0.018000000000000002,0.01,14.798,0,2.3543557999999996,0,0.938,1,122.87701399999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,120.7188,0,0,2.1582086,0.0,0,0,0.938,1,0,1,Grid2012,2012,5,1,5,5,5,4.2,1.1418033,0.003037062,722.8384,869.6990400000001,826.2141,722.8384,0.018000000000000002,678.0224,456.11438,0.0,0.01,869.6990400000001,191.67668,3.4190940000000003,3,32324.312,132630.8,LowLands,True,1.0674,1.1790416000000001,0.6591816,MG_Hybrid_LowLands2025,0.6591816,0.1223,0.0,0,Grid2025,0.1223,52369.77,1,273.2193,Grid2025,9.217371,,,,Other technologies,False
12833,-1,Bolivia,1,1,12834,537.75165,-7189.4673,-1929.17,-64.58408,-17.179966,11,1,1,0.5601861,254,1.0337231,14,0,0,1726,1,2.8526807,194,13.312517000000001,5196390,0.184,0.184,0.096,0.039,7.347,0,2.1316066000000005,0,0.777,1,123.75196000000001,10.659788,60.322834,221.18372000000002,583.1207,824.41205,120.7188,0,0,3.0331580000000002,0.0,0,0,0.777,1,0,1,Grid2012,2012,5,2,5,5,5,4.4,1.1699331,0.00503374,514.3273,618.82434,587.8831,514.3273,0.096,399.6323,455.44305,0.0,0.039,618.82434,219.19202,3.4190940000000003,3,36394.926,95516.445,LowLands,True,1.0494267,1.0041316999999998,0.6842984999999999,MG_Hybrid_LowLands2025,0.6842984999999999,0.1223,0.0,0,Grid2025,0.1223,67264.625,1,306.87534,Grid2025,10.170556,,,,Other technologies,False
12845,-1,Bolivia,1,1,12846,399.68027,-7265.1216,-1900.5067,-65.263695,-16.932287,2,1,1,0.2125447,238,0.2245335,2,0,0,1713,1,2.1532254,193,19.84656,8108790,7.537000000000001,7.537000000000001,0.003,0.003,13.71,0,6.395703299999999,0,0.727,1,131.69095,10.659788,60.322834,221.18372000000002,583.1207,824.41205,127.60996999999999,0,0,4.0809765,0.0,0,0,0.727,1,0,1,Grid2012,2012,4,1,4,5,5,3.85,1.10274,0.000446011,382.2703,459.93699999999995,436.94015999999993,382.2703,0.003,277.9105,450.17965999999996,0.0,0.003,459.93699999999995,182.0265,3.4190940000000003,3,30896.667999999998,72010.69,LowLands,True,1.0089867000000001,1.0324,0.7107805,MG_Hybrid_LowLands2025,0.7107805,0.1223,0.0,0,Grid2025,0.1223,62624.727,1,344.0418,Grid2025,8.810274,,,,Other technologies,False
12875,-1,Bolivia,1,1,12876,537.75165,-7201.8769999999995,-1938.8807,-64.695564,-17.2638,19,1,1,0.1046729,329,0.6429424,14,0,0,1590,1,2.768902,194,27.55974,5196390,9.157,11.583,0.033,0.033,17.309,0,12.1724,0,0.615,1,120.7188,10.659788,60.322834,221.18372000000002,583.1207,824.41205,120.7188,0,0,0.0,0.0,0,0,0.615,1,0,1,Grid2012,2012,3,1,5,5,5,3.9,1.1076348,0.004088275,514.3273,618.82434,587.8831,514.3273,0.033,316.31127999999995,460.08212000000003,0.0,0.033,618.82434,302.51302999999996,3.4190940000000003,3,48721.42,95516.445,LowLands,True,1.0853733,1.0480958,0.6889509,MG_Hybrid_LowLands2025,0.6889509,0.1223,0.0,0,Grid2025,0.1223,94184.44,1,311.3401,Grid2025,13.091531,,,,Other technologies,False
13016,-1,Bolivia,1,1,13017,167.13902,-7570.0596,-1740.3468,-68.003,-15.542395,3,0,1,0.0,673,6.5950619999999995,2,0,0,1818,1,1.1362491000000001,148,12.401886,9523700,14.522,14.522,1.925,1.379,14.373,0,0.1286832,0,0.109,1,164.63385,10.659788,60.322834,221.18372000000002,583.1207,824.41205,154.875,0,0,9.758857,0.0,0,0,0.109,1,0,1,Grid2012,2012,5,1,4,4,5,3.85,1.10274,2.3099999999999998e-10,159.85849,192.3373,182.72043,159.85849,1.925,17.424574,456.95157,0.0,1.379,192.3373,174.91272,3.4190940000000003,3,29844.256,32422.045,LowLands,True,1.01348,0.9930391,0.95155257,MG_Hybrid_LowLands2025,0.95155257,0.1223,0.0,0,Grid2025,0.1223,104176.18,1,595.5895,Grid2025,8.687471,,,,Other technologies,False
13092,-1,Bolivia,1,1,13093,243.44162000000003,-7627.0796,-1518.1493,-68.51522,-13.598466,9,0,1,0.0,321,2.5583875,2,0,0,1802,1,3.2330457999999997,86,25.659672,1941200,229.146,131.211,46.625,45.19,131.129,0,1.7896276999999998,0,0.16399999999999998,3,106.1462,10.659788,60.322834,221.18372000000002,583.1207,824.41205,99.44609,0,0,6.700110400000001,0.0,0,0,0.16399999999999998,0,1,1,SA_PV2012,2012,5,1,4,5,5,4.0,1.1180711,0.011014055,232.83736000000002,280.14342999999997,266.13626,232.83736000000002,46.625,38.185326,415.9831,0.0,45.19,280.14342999999997,241.95811,3.4190940000000003,3,39762.937999999995,45412.066,LowLands,False,1.04044,0.96178204,0.7479084,MG_Hybrid_LowLands2025,0.7479084,99.0,0.0,0,MG_Hybrid_LowLands2025,0.7479084,201032.7,1,830.8575,MG_Hybrid_LowLands2025,14.351757999999998,6.0488815,6.735442999999999,1.567433,1 USD/l,False
13210,-1,Bolivia,1,1,13211,701.2572,-7361.9507,-1228.2714,-66.13353000000001,-11.038271,0,1,1,0.4061425,141,0.724064,2,0,0,1887,1,2.300984,28,10.104286,6431650,430.037,316.438,1.1520000000000001,0.001,316.603,0,7.0262356,0,0.705,4,111.06936,10.659788,60.322834,221.18372000000002,583.1207,824.41205,103.04146999999999,0,0,2.3259451,5.701939599999999,0,0,0.705,0,1,1,MG_Diesel2012,2012,4,1,4,5,5,3.85,1.10274,0.000880131,670.7106,806.98035,766.63135,670.7106,1.1520000000000001,472.85095,412.39243,0.001,0.001,806.98035,334.1294,3.4190940000000003,3,53398.74,123352.21,LowLands,True,1.0,0.8831332000000001,0.62866014,MG_Hybrid_LowLands2025,0.62866014,0.32356894,0.0011027400999999999,1,Grid2025,0.32356894,93841.37,1,280.85336,Grid2025,14.348334,,,,Other technologies,False
13385,-1,Bolivia,1,1,13386,294.31003,-6761.1636,-1852.6587,-60.736565,-16.518103,5,0,1,0.0,395,1.4197912,8,0,0,1875,1,3.6496102999999995,537,60.612984,253967,256.87,256.522,0.011000000000000001,0.011000000000000001,256.587,0,0.18932870000000002,0,0.5429999999999999,4,129.25703000000001,10.659788,60.322834,221.18372000000002,583.1207,824.41205,123.71496599999999,0,0,5.5420666,0.0,0,0,0.5429999999999999,0,1,1,MG_Diesel2012,2012,5,1,2,5,5,3.6,1.0811572,0.020977372,281.48992999999996,338.68088,321.74683,281.48992999999996,0.011000000000000001,152.84903,459.62704,0.011000000000000001,0.011000000000000001,338.68088,185.83185,3.4190940000000003,3,31459.63,54072.082,LowLands,True,1.0224666999999998,0.94320065,0.7660020000000001,MG_Hybrid_LowLands2025,0.7660020000000001,0.41086954,0.011892728500000001,1,Grid2025,0.41086954,73843.99,1,397.36996,Grid2025,8.970804,,,,Other technologies,False
13395,-1,Bolivia,1,1,13396,1144.539,-6953.343000000001,-1983.6170000000002,-62.46294,-17.649515,1,1,1,0.20561329999999997,290,0.6107772,9,0,0,1879,1,5.681508,226,34.73753,1499700,28.39,28.173000000000002,0.344,0.344,28.174,0,2.232424,0,0.851,2,183.23668,10.659788,60.322834,221.18372000000002,583.1207,824.41205,179.7431,0,0,0.0,3.4935693999999997,0,0,0.851,0,1,1,SA_Diesel2012,2012,5,1,5,5,5,4.2,1.1418033,0.11719542,1094.6831,1317.0923,1251.2377,1094.6831,0.344,931.5753,474.87753,0.344,0.344,1317.0923,385.517,3.4190940000000003,3,61001.01,198818.06,LowLands,False,1.0044934,0.992016,0.86175793,MG_Hybrid_LowLands2025,0.86175793,0.5891352,0.39278029999999997,1,Grid2025,0.5891352,210874.4,1,546.9912,Grid2025,16.081812,,,,Other technologies,False
13428,-1,Bolivia,1,1,13429,167.13902,-7179.0205,-1864.4569,-64.49024,-16.620316,28,0,1,0.0,211,0.3175367,2,0,0,1789,1,3.1863227000000003,179,5.3266964,1822880,63.371,63.371,41.724,41.713,67.089,0,43.602303000000006,0,0.0,0,130.60612,10.659788,60.322834,221.18372000000002,583.1207,824.41205,130.60612,0,0,0.0,0.0,0,0,0.0,0,0,0,Non,2012,2,1,4,5,5,3.55,1.0773641999999999,0.01012347,159.85849,192.3373,182.72043,159.85849,41.724,0.0,446.63982999999996,0.0,41.713,192.3373,192.3373,3.4190940000000003,3,32422.045,32422.045,LowLands,True,1.1258133999999997,0.9885417999999999,0.7933486,MG_Hybrid_LowLands2025,0.7933486,99.0,0.0,0,MG_Hybrid_LowLands2025,0.7933486,179277.2,1,932.0980000000001,MG_Hybrid_LowLands2025,17.161848000000003,5.5581093,5.6685715,5.935167,1 USD/l,False
13439,-1,Bolivia,1,1,13440,152.6052,-7004.5635,-1873.7128,-62.923065,-16.700464,15,0,1,0.0,234,0.5020619000000001,9,0,0,1886,1,4.8623449999999995,544,6.984973399999999,341601,82.805,59.202,27.59,0.034,59.63,0,5.1300907,0,0.024,3,78.17336999999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,78.17336999999999,0,0,0.0,0.0,0,0,0.024,0,1,1,SA_PV2012,2012,4,1,5,5,5,4.05,1.1236313999999998,0.07016497,145.95775,175.6123,166.8317,145.95775,27.59,3.502986,467.47655999999995,0.034,0.034,175.6123,172.10933,3.4190940000000003,3,29429.522999999997,29947.754,LowLands,False,1.0674,0.95723486,0.80070776,MG_Hybrid_LowLands2025,0.80070776,0.48129246,0.038203467000000005,1,Grid2025,0.48129246,82711.336,1,480.5744,Grid2025,8.566745,,,,Other technologies,False
13449,-1,Bolivia,1,1,13450,515.95087,-7012.1294,-1997.8529999999998,-62.991028,-17.772083,0,1,1,3.1689587,367,0.2245335,9,0,0,1876,1,6.5857496,628,25.055058,921650,1.44,1.79,0.426,0.128,11.51,0,1.9394099999999999,0,0.8240000000000001,1,197.42043999999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,197.42043999999999,0,0,0.0,0.0,0,0,0.8240000000000001,1,0,1,Grid2012,2012,5,1,5,5,5,4.2,1.1418033,0.17642668,493.4762,593.7369,564.05,493.4762,0.426,406.6244,474.17737,0.0,0.128,593.7369,187.11247,3.4190940000000003,3,31649.086,91805.01,LowLands,True,1.0,1.0747128000000001,0.67563915,MG_Hybrid_LowLands2025,0.67563915,0.1223,0.0,0,Grid2025,0.1223,58278.754,1,311.46375,Grid2025,9.024828,,,,Other technologies,False
13474,-1,Bolivia,1,1,13475,610.4208,-7013.659000000001,-1998.0316,-63.004771999999996,-17.77362,0,1,1,3.5416117,368,0.5020619000000001,9,0,0,1876,1,6.414019000000001,618,23.74459,151548,1.4240000000000002,1.854,0.099,0.099,10.048,0,0.9896851000000001,0,0.899,1,206.64293999999998,10.659788,60.322834,221.18372000000002,583.1207,824.41205,197.42043999999999,0,0,2.6720679,6.5504427000000005,0,0,0.899,1,0,1,Grid2012,2012,5,1,5,5,5,4.2,1.1418033,0.16484167,583.831,702.4492,667.3268,583.831,0.099,524.8641,474.13632,0.0,0.099,702.4492,177.58518999999998,3.4190940000000003,3,30239.621,107887.89,LowLands,True,1.0,1.0971026000000001,0.6589474,MG_Hybrid_LowLands2025,0.6589474,0.1223,0.0,0,Grid2025,0.1223,52353.863,1,294.80984,Grid2025,8.802559,,,,Other technologies,False
13483,-1,Bolivia,1,1,13484,399.68027,-7054.1177,-2011.3474,-63.368217,-17.888187,0,1,1,0.5875421999999999,505,5.103682,14,0,0,1863,1,5.169336,631,6.7539444,748801,15.466,15.732999999999999,0.149,0.057999999999999996,15.732999999999999,0,3.4723818,0,0.7,1,183.34184,10.659788,60.322834,221.18372000000002,583.1207,824.41205,169.25656,0,0,4.0809765,10.0043125,0,0,0.7,1,0,1,Grid2012,2012,5,1,5,4,5,4.05,1.1236313999999998,0.08675636,382.2703,459.93699999999995,436.94015999999993,382.2703,0.149,267.5892,478.12628,0.0,0.057999999999999996,459.93699999999995,192.34781,3.4190940000000003,3,32423.6,72010.69,LowLands,True,1.0,0.94927603,0.7078076999999999,MG_Hybrid_LowLands2025,0.7078076999999999,0.1223,0.0,0,Grid2025,0.1223,66421.586,1,345.32022,Grid2025,9.245683,,,,Other technologies,False
