,OID,Country,CountryCode,GridCellArea,pointid,Pop,X,Y,X_deg,Y_deg,TravelHours,NTLBin,NTLArea,NightLights,Elevation,Slope,LandCover,Conflict,ElectrificationOrder,GHI,SolarRestriction,WindVel,HydropowerFID,HydropowerDist,Hydropower,CurrentHVLineDist,PlannedHVLineDist,CurrentMVLineDist,PlannedMVLineDist,SubstationDist,TransformerDist,RoadDist,IsUrban,Electrific,ElecTechStart,PerCapitaDemand,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,ResidentialDemandTierCustom,CommercialDemand,AgriDemand,EducationDemand,HealthDemand,HealthDemand2025,EducationDemand2025,ElecStart,Elec_Initial_Status_Grid2012,Elec_Init_Status_Offgrid2012,Actual_Elec_Status_2012,FinalElecCode2012,GridReachYear,RoadDistClassified,SubstationDistClassified,LandCoverClassified,ElevationClassified,SlopeClassified,GridClassification,GridPenalty,WindCF,PopStartYear,Pop2025High,Pop2025Low,Pop2012,GridDistCalibElec,ElecPopCalib,PV total output,MVConnectDist,minTDdist,Pop2025,NewConnections2025,NumPeoplePerHH,Tier,EnergyPerSettlement2025,TotalEnergyPerCell,Demand_Name2025,DistributionNetwork? 2012,MG_Hybrid_LowLandsFuelCost2025,SA_PV_2025,MG_Hybrid_LowLands2025,Minimum_Tech_Off_grid2025,Minimum_LCOE_Off_grid2025,Grid2025,MinGridDist2025,ElectrificationOrder2025,MinimumOverall2025,MinimumOverallLCOE2025,InvestmentCost2025,ElecStatusIn2025,InvestmentCapita2025,FinalElecCode2025,NewCapacity2025,PVcapacity2025,GenSetcapacity2025,Batterycapacity2025,Scenario,SA
8,-1,Bolivia,1,1,9,984.6669,-7084.717,-2490.5854,-63.64309300000001,-21.95861,0,1,1,4.700418,661,0.9256996,14,0,0,1758,1,4.208947,394,62.997025,6318050,133.262,0.535,0.21,0.21100000000000002,2.6289999999999996,0,1.7873743999999998,0,0.8340000000000001,1,224.84387,10.659788,60.322834,221.18372000000002,583.1207,824.41205,223.1874,0,0,1.6564848,0.0,0,0,0.8340000000000001,1,0,1,Grid2012,2012,5,3,5,4,5,4.45,1.1777451,0.040099117999999996,941.77496,1133.1176,1076.4617,941.77496,0.21,785.4403,520.9586,0.0,0.21100000000000002,1133.1176,347.6772,3.4190940000000003,3,55402.996,171600.86,LowLands,True,1.0,1.0602946000000002,0.5940835,MG_Hybrid_LowLands2025,0.5940835,0.1223,0.0,0,Grid2025,0.1223,86013.52,1,247.39477999999997,Grid2025,14.605997,,,,Other technologies,False
25,-1,Bolivia,1,1,26,697.6237,-6958.9443,-1823.2382,-62.513259999999995,-16.262981,5,1,1,0.145305,528,0.5407350000000001,14,0,0,1879,1,6.3391848,528,29.971575,102342,149.99200000000002,127.10799999999999,0.057999999999999996,0.057999999999999996,127.538,0,1.6897174,0,0.7240000000000001,3,111.67147,10.659788,60.322834,221.18372000000002,583.1207,824.41205,109.333405,0,0,2.3380593999999997,0.0,0,0,0.7240000000000001,0,1,1,SA_PV2012,2012,5,1,5,4,5,4.05,1.1236313999999998,0.15982762,667.2354,802.79913,762.6592,667.2354,0.057999999999999996,483.07842999999997,465.16977,0.057999999999999996,0.057999999999999996,802.79913,319.7207,3.4190940000000003,3,51267.117,122733.63,LowLands,False,1.0224666999999998,0.8868931999999999,0.8298476999999999,MG_Hybrid_LowLands2025,0.8298476999999999,0.53818524,0.06517062,1,Grid2025,0.53818524,160870.77,1,503.16028,Grid2025,13.775564000000001,,,,Other technologies,False
29,-1,Bolivia,1,1,30,5982.076999999999,-6501.0195,-1834.2755,-58.39965,-16.358732,3,1,1,10.036832,120,0.9888744,13,0,0,1942,1,3.5110626000000003,540,39.63245,124517,503.57800000000003,503.301,0.073,0.053,503.31800000000004,0,0.1733701,2,0.9520000000000001,4,347.1301,10.659788,60.322834,221.18372000000002,583.1207,824.41205,318.11954,0,0,3.6276295,25.382952,0,0,0.9520000000000001,0,1,1,MG_Diesel2012,2012,5,1,3,5,5,3.8,1.098049,0.017256118,5721.499,6883.9487,6539.7515,5721.499,0.073,5446.866999999999,450.60275,0.053,0.053,6883.9487,1437.0818,3.8418381,4,193175.27,910314.94,LowLands,True,1.01348,1.1827642,0.45547512,MG_Hybrid_LowLands2025,0.45547512,0.22220103,0.058196597,1,Grid2025,0.22220103,205679.78,1,143.12323,Grid2025,47.353325,,,,Other technologies,False
30,-1,Bolivia,1,1,31,1340.7456,-7013.2354,-2027.2896,-63.000965,-18.025253,1,0,1,0.0,362,0.1004148,12,0,0,1901,0,6.7871914,628,27.065520000000003,921650,28.509,4.3660000000000005,0.361,0.361,24.264,0,3.5761294,0,0.8270000000000001,2,169.55617,10.659788,60.322834,221.18372000000002,583.1207,824.41205,169.55617,0,0,0.0,0.0,0,0,0.8270000000000001,0,1,1,SA_Diesel2012,2012,5,1,3,5,5,3.8,1.098049,0.19011727,1282.343,1542.8795,1465.7356,1282.343,0.361,1060.4977,477.45828,0.361,0.361,1542.8795,482.38187,3.4190940000000003,3,75331.18,232220.97,LowLands,False,1.0044934,0.9623775,0.79682845,MG_Hybrid_LowLands2025,0.79682845,0.5362448000000001,0.3963957,1,Grid2025,0.5362448000000001,234149.98,1,485.40378,Grid2025,19.49193,,,,Other technologies,False
50,-1,Bolivia,1,1,51,178.0394,-7139.1567,-1914.4788,-64.13213,-17.053060000000002,23,0,1,0.0,251,1.7531245,2,0,0,1787,1,3.87627,568,18.004220999999998,858453,24.995,25.211,19.787,2.98,46.246,0,3.9350848,0,0.0,0,130.60612,10.659788,60.322834,221.18372000000002,583.1207,824.41205,130.60612,0,0,0.0,0.0,0,0,0.0,0,0,0,Non,2012,5,1,4,5,5,4.0,1.1180711,0.027942436,170.28404,204.88103,194.63698,170.28404,19.787,0.0,455.05478,2.98,2.98,204.88103,204.88103,3.4190940000000003,3,34277.76,34277.76,LowLands,True,1.1033467,0.98964816,0.7757541,MG_Hybrid_LowLands2025,0.7757541,0.58450204,3.3318517,1,Grid2025,0.58450204,118743.516,1,579.5730599999999,Grid2025,9.774403,,,,0.2 USD/l,False
88,-1,Bolivia,1,1,89,1315.3114,-7231.8843,-1926.4001,-64.965126,-17.156046,2,1,1,1.1939663,320,1.0860237,14,0,0,1688,1,2.3267968,194,46.901337,5196390,15.14,15.14,0.1,0.009000000000000001,28.471999999999998,0,0.5544671999999999,0,0.9390000000000001,1,121.95888500000001,10.659788,60.322834,221.18372000000002,583.1207,824.41205,120.7188,0,0,1.2400757,0.0,0,0,0.9390000000000001,1,0,1,Grid2012,2012,5,1,5,5,5,4.2,1.1418033,0.000979114,1258.0167,1513.6108,1437.9303,1258.0167,0.1,1181.2777,455.88457999999997,0.0,0.009000000000000001,1513.6108,332.33313,3.4190940000000003,3,53132.996,227890.97,LowLands,True,1.0089867000000001,1.1255001,0.57641184,MG_Hybrid_LowLands2025,0.57641184,0.1223,0.0,0,Grid2025,0.1223,64950.95,1,195.43929,Grid2025,14.276929,,,,Other technologies,False
196,-1,Bolivia,1,1,197,221.64087999999998,-6885.7609999999995,-1730.6041,-61.85584300000001,-15.457529999999998,20,0,1,0.0,351,4.451301,2,0,0,1883,1,2.9174263,499,26.996243,305243,267.961,245.145,63.273,34.968,245.574,0,43.70062,0,0.131,2,98.24763,10.659788,60.322834,221.18372000000002,583.1207,824.41205,98.24763,0,0,0.0,0.0,0,0,0.131,0,1,1,SA_Diesel2012,2012,2,1,4,5,5,3.55,1.0773641999999999,0.005852615,211.98625,255.05597000000003,242.30317999999997,211.98625,63.273,27.770198999999998,460.51608,0.0,34.968,255.05597000000003,227.28578,3.4190940000000003,3,37592.316,41700.633,LowLands,False,1.0898666000000001,0.92040956,0.76924145,MG_Hybrid_LowLands2025,0.76924145,99.0,0.0,0,MG_Hybrid_LowLands2025,0.76924145,200415.95,1,881.77954,MG_Hybrid_LowLands2025,21.406517,6.5625663,6.4200835,8.423866,1 USD/l,False
219,-1,Bolivia,1,1,220,799.3605299999999,-6952.278,-1938.5977,-62.453373,-17.261356,18,1,1,0.25768070000000004,264,0.2245335,12,0,0,1883,0,5.1461463,207,31.119754999999998,4160980,54.385,53.958,0.026000000000000002,0.026000000000000002,54.105,0,29.779358000000002,0,0.905,2,174.59282,10.659788,60.322834,221.18372000000002,583.1207,824.41205,172.55234,0,0,2.0404882,0.0,0,0,0.905,0,1,1,SA_Diesel2012,2012,2,1,3,5,5,3.35,1.063706,0.08545522,764.5406,919.8739999999999,873.8803,764.5406,0.026000000000000002,691.9092400000001,473.32086,0.026000000000000002,0.026000000000000002,919.8739999999999,227.96478,3.4190940000000003,3,37692.77,140053.67,LowLands,False,1.0808799999999998,1.0493032,1.0607635,SA_PV_2025,1.0493032,0.729334,0.027656358,1,Grid2025,0.729334,165319.34,1,725.1968400000001,Grid2025,10.533237,,,,Other technologies,False
241,-1,Bolivia,1,1,242,359.71225,-7442.829000000001,-1683.4820000000002,-66.86007,-15.046574,10,1,1,0.13677,219,0.3175367,14,0,0,1831,1,2.4438272,126,3.3888056000000004,3562750,0.452,0.452,20.775,0.11,18.963,0,2.900703,0,0.636,1,127.05091999999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,122.5165,0,0,4.534418,0.0,0,0,0.636,1,0,1,Grid2012,2012,5,1,5,5,5,4.2,1.1418033,0.00152829,344.04323999999997,413.9433,393.24612,344.04323999999997,20.775,218.81151,431.90982,0.0,0.11,413.9433,195.13179,3.4190940000000003,3,32835.46,65206.39,LowLands,True,1.0449333,0.9658663000000001,0.73854357,MG_Hybrid_LowLands2025,0.73854357,0.1223,0.0,0,Grid2025,0.1223,70701.07,1,362.32473999999996,Grid2025,9.363127,,,,Other technologies,False
244,-1,Bolivia,1,1,245,537.75165,-7280.6943,-1701.9358,-65.40359000000001,-15.207607999999999,2,0,1,0.0,160,0.2008291,9,0,0,1879,1,4.036512999999999,492,67.74505,477438,28.114,28.114,58.963,27.570999999999998,34.661,0,1.0897803999999998,0,0.682,2,109.93263999999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,109.93263999999999,0,0,0.0,0.0,0,0,0.682,0,1,1,SA_Diesel2012,2012,5,1,5,5,5,4.2,1.1418033,0.033515647,514.3273,618.82434,587.8831,514.3273,58.963,350.7712,431.19599999999997,0.0,27.570999999999998,618.82434,268.0531,3.4190940000000003,3,43623.426,95516.445,LowLands,False,1.0089867000000001,0.9042832000000001,0.8445483,MG_Hybrid_LowLands2025,0.8445483,99.0,0.0,0,MG_Hybrid_LowLands2025,0.8445483,246578.4,1,919.88635,MG_Hybrid_LowLands2025,18.278872,6.716348599999999,7.296585,4.2659383,1 USD/l,False
257,-1,Bolivia,1,1,258,159.8721,-7224.2383,-1811.8398,-64.89644,-16.16405,6,0,1,0.0,193,4.041142,2,0,0,1812,1,3.3892,173,36.293246999999994,6277370,98.859,98.859,77.938,63.618,100.734,0,79.37281,0,0.045,3,125.0561,10.659788,60.322834,221.18372000000002,583.1207,824.41205,100.04531999999999,0,0,0.0,25.01078,0,0,0.045,0,1,1,SA_PV2012,2012,1,1,4,5,5,3.4,1.0669061000000002,0.014319766000000001,152.90811000000002,183.97481000000002,174.77606,152.90811000000002,77.938,6.880864999999999,443.16385,0.0,63.618,183.97481000000002,177.09393,3.4190940000000003,3,30166.945,31184.897999999997,LowLands,False,1.02696,0.9963273000000001,0.7859491999999999,MG_Hybrid_LowLands2025,0.7859491999999999,99.0,0.0,0,MG_Hybrid_LowLands2025,0.7859491999999999,164658.2,1,929.7789,MG_Hybrid_LowLands2025,14.563407000000002,4.0334406000000005,5.3407393,5.1892266,1 USD/l,False
346,-1,Bolivia,1,1,347,1086.4037,-7068.8574,-1916.0278,-63.50063000000001,-17.066446,0,0,1,0.0,271,0.3175367,9,0,0,1840,1,4.9038900000000005,554,22.039343,136115,34.713,28.695,0.09,0.09,28.915,0,0.1692803,0,0.9159999999999999,1,105.142075,10.659788,60.322834,221.18372000000002,583.1207,824.41205,103.64071,0,0,1.5013626,0.0,0,0,0.9159999999999999,1,0,1,Grid2012,2012,5,1,5,5,5,4.2,1.1418033,0.07232674,1039.0801,1250.1924,1187.6827,1039.0801,0.09,951.7974,464.66815,0.0,0.09,1250.1924,298.395,3.4190940000000003,3,48112.195,188920.89,LowLands,True,1.0,1.032524,0.5927533,MG_Hybrid_LowLands2025,0.5927533,0.1223,0.0,0,Grid2025,0.1223,71674.37,1,240.19965,Grid2025,12.927832,,,,Other technologies,False
376,-1,Bolivia,1,1,377,167.13902,-6436.96,-2141.7444,-57.824192000000004,-19.00609,2,0,1,0.0,163,0.9525322,8,0,0,1933,1,3.3349404000000002,678,74.00259,204150,567.0509999999999,566.906,1.004,0.182,566.906,0,0.3755926,0,0.022000000000000002,4,120.119576,10.659788,60.322834,221.18372000000002,583.1207,824.41205,120.119576,0,0,0.0,0.0,0,0,0.022000000000000002,0,1,1,MG_Diesel2012,2012,5,1,2,5,5,3.6,1.0811572,0.013113257,159.85849,192.3373,182.72043,159.85849,1.004,3.5168866999999997,468.34722999999997,0.182,0.182,192.3373,188.8204,3.4190940000000003,3,31901.757999999998,32422.045,LowLands,True,1.0089867000000001,0.91489977,1.017199,SA_PV_2025,0.91489977,0.6552475,0.19677061,1,Grid2025,0.6552475,125030.24,1,662.1649,Grid2025,9.096878,,,,Other technologies,False
394,-1,Bolivia,1,1,395,733.9583,-7300.6465,-1171.9194,-65.582825,-10.537767,2,0,1,0.0,117,1.6187117,2,0,0,1863,1,2.2199645,17,11.360155,5788320,490.414,363.532,74.90100000000001,27.883000000000003,363.582,0,0.5664786,0,0.851,4,158.35058999999998,10.659788,60.322834,221.18372000000002,583.1207,824.41205,150.68036999999998,0,0,2.222314,5.447892700000001,0,0,0.851,0,1,1,MG_Diesel2012,2012,5,1,4,5,5,4.0,1.1180711,0.000615883,701.98724,844.6116,802.3810000000001,701.98724,74.90100000000001,597.3912,411.74606,363.532,27.883000000000003,844.6116,247.22043,3.4190940000000003,3,40541.445,128919.36,LowLands,True,1.0089867000000001,1.0605679,0.63693494,MG_Hybrid_LowLands2025,0.63693494,0.30833054,406.4546,1,Grid2025,0.30833054,68022.76,1,275.15024,Grid2025,11.329299,,,,Other technologies,False
400,-1,Bolivia,1,1,401,599.5204,-7324.7563,-1598.9142,-65.79941,-14.307048000000002,9,0,1,0.0,158,0.4016532,9,0,0,1887,1,4.0429306,463,34.7713,240519,67.51100000000001,33.201,106.619,33.201,75.726,0,60.727881999999994,0,0.721,3,163.86348,10.659788,60.322834,221.18372000000002,583.1207,824.41205,163.86348,0,0,0.0,0.0,0,0,0.721,0,1,1,SA_PV2012,2012,1,1,5,5,5,3.6,1.0811572,0.033749886,573.40546,689.9055,655.4102,573.40546,106.619,413.42532,418.2455,0.0,33.201,689.9055,276.4802,3.4190940000000003,3,44870.125,106032.18,LowLands,False,1.04044,0.9004495000000001,0.86503726,MG_Hybrid_LowLands2025,0.86503726,99.0,0.0,0,MG_Hybrid_LowLands2025,0.86503726,258663.8,1,935.55994,MG_Hybrid_LowLands2025,16.778866,7.2540309999999995,7.477773,2.0470607,1 USD/l,False
431,-1,Bolivia,1,1,432,207.10706000000002,-7548.2607,-1741.9685,-67.807175,-15.556517000000001,5,0,1,0.0,511,14.912345000000002,2,0,0,1829,1,1.2710818000000002,149,9.155714999999999,7224850,0.115,0.115,6.928999999999999,0.21899999999999997,10.124,0,1.2855252000000001,0,0.08800000000000001,1,154.875,10.659788,60.322834,221.18372000000002,583.1207,824.41205,154.875,0,0,0.0,0.0,0,0,0.08800000000000001,1,0,1,Grid2012,2012,5,1,4,4,4,3.55,1.0773641999999999,1.49e-08,198.08551,238.331,226.41443999999998,198.08551,6.928999999999999,17.431524,449.985,0.0,0.115,238.331,220.89946,3.4190940000000003,3,36647.527,39226.344,LowLands,True,1.0224666999999998,0.94758403,0.91703737,MG_Hybrid_LowLands2025,0.91703737,0.1223,0.0,0,Grid2025,0.1223,121933.66,1,551.9871,Grid2025,10.241144,,,,Other technologies,False
518,-1,Bolivia,1,1,519,1282.6104,-6928.073,-1978.3402,-62.235943000000006,-17.604060999999998,2,1,1,0.21878379999999997,280,0.5120042,9,0,0,1877,1,4.8833013,226,59.52681,1499700,53.983000000000004,53.748999999999995,0.772,0.163,53.751999999999995,0,0.8632861999999999,0,0.9259999999999999,1,184.1323,10.659788,60.322834,221.18372000000002,583.1207,824.41205,179.7431,0,0,1.2716923,3.117491,0,0,0.9259999999999999,1,0,1,Grid2012,2012,5,1,5,5,5,4.2,1.1418033,0.07125199,1226.7401,1475.9796,1402.1807,1226.7401,0.772,1135.9613,473.72003,0.0,0.163,1475.9796,340.0183,3.4190940000000003,3,54269.945,222323.81,LowLands,True,1.0089867000000001,0.993073,0.5769839,MG_Hybrid_LowLands2025,0.5769839,0.1223,0.0,0,Grid2025,0.1223,66813.66,1,196.50017,Grid2025,14.307288,,,,Other technologies,False
535,-1,Bolivia,1,1,536,218.00742000000002,-7000.1743,-1862.8339,-62.883632999999996,-16.606258,9,0,1,0.0,232,0.8980651,8,0,0,1879,1,4.856032,544,16.360789999999998,341601,94.43799999999999,70.601,21.799,5.042,71.025,0,5.402487799999999,0,0.233,3,85.65516,10.659788,60.322834,221.18372000000002,583.1207,824.41205,78.17336999999999,0,0,7.481789999999999,0.0,0,0,0.233,0,1,1,SA_PV2012,2012,4,1,2,5,5,3.45,1.0702450000000001,0.06983887,208.51106000000001,250.87472999999997,238.331,208.51106000000001,21.799,48.583076,467.31757000000005,5.042,5.042,250.87472999999997,202.29166,3.4190940000000003,3,33894.69,41082.06,LowLands,False,1.04044,0.94119275,0.7922047,MG_Hybrid_LowLands2025,0.7922047,0.7039979999999999,5.3961754,1,Grid2025,0.7039979999999999,143470.0,1,709.2235,Grid2025,9.665169,,,,0.6 USD/l,False
540,-1,Bolivia,1,1,541,4870.152,-6424.463000000001,-2144.004,-57.71193,-19.025394,1,1,1,19.185195999999998,109,0.8637367,13,0,0,1946,1,3.4426273999999997,678,84.64670600000001,204150,579.686,579.54,0.033,0.033,579.54,0,1.3925258999999999,2,0.9420000000000001,4,458.15935999999994,10.659788,60.322834,221.18372000000002,583.1207,824.41205,452.88245,0,0,4.455869,0.8210270000000001,0,0,0.9420000000000001,0,1,1,MG_Diesel2012,2012,5,1,3,5,5,3.8,1.098049,0.015568427,4658.0093,5604.387,5324.168000000001,4658.0093,0.033,4387.8447,467.37775,0.033,0.033,5604.387,1216.5427,3.8418381,4,164138.88,741846.6,LowLands,True,1.0044934,0.89064294,0.46394458,MG_Hybrid_LowLands2025,0.46394458,0.22891708,0.03623562,1,Grid2025,0.22891708,181854.81,1,149.48492,Grid2025,40.235596,,,,Other technologies,False
563,-1,Bolivia,1,1,564,944.6988,-7026.6943,-2013.4128,-63.121869999999994,-17.905952,0,1,1,5.092901,398,0.4260167,9,0,0,1880,1,7.063134,623,19.417122,182568,9.177999999999999,6.6160000000000005,0.026000000000000002,0.026000000000000002,8.985,0,1.7136459,0,0.9309999999999999,1,113.75651599999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,112.02995,0,0,1.7265669,0.0,0,0,0.9309999999999999,1,0,1,Grid2012,2012,5,2,5,5,5,4.4,1.1699331,0.2089567,903.548,1087.1238,1032.7676,903.548,0.026000000000000002,841.2031,475.90533,0.0,0.026000000000000002,1087.1238,245.92067999999998,3.4190940000000003,3,40349.16,164796.56,LowLands,True,1.0,1.0509776000000002,0.6118634,MG_Hybrid_LowLands2025,0.6118634,0.1223,0.0,0,Grid2025,0.1223,62307.7,1,253.36502000000002,Grid2025,11.275565,,,,Other technologies,False
569,-1,Bolivia,1,1,570,759.3925,-7468.2524,-1675.8312,-67.08845500000001,-14.979773499999999,11,1,1,0.6856861,253,1.309023,14,0,0,1789,1,2.0777178,131,26.189539,3440080,19.36,0.441,0.63,0.027999999999999997,20.011,0,0.5131544,0,0.708,1,129.92981,10.659788,60.322834,221.18372000000002,583.1207,824.41205,122.5165,0,0,2.1478822,5.2654276,0,0,0.708,1,0,1,Grid2012,2012,5,1,5,5,5,4.2,1.1418033,0.00029861,726.31354,873.8803,830.1863,726.31354,0.63,514.23,429.95892000000003,0.0,0.027999999999999997,873.8803,359.65033,3.4190940000000003,3,57174.297,133249.38,LowLands,True,1.0494267,0.9139348,0.6309394,MG_Hybrid_LowLands2025,0.6309394,0.1223,0.0,0,Grid2025,0.1223,97923.65,1,272.2746,Grid2025,15.0729685,,,,Other technologies,False
577,-1,Bolivia,1,1,578,174.40593,-7074.5107,-1544.9218,-63.55141,-13.833594,5,0,1,0.0,146,0.5407350000000001,2,0,0,1877,1,3.8483273999999996,438,37.46586,968072,189.82,183.613,150.708,25.671,183.612,0,19.022078,0,0.125,2,123.41534399999999,10.659788,60.322834,221.18372000000002,583.1207,824.41205,123.41534399999999,0,0,0.0,0.0,0,0,0.125,0,1,1,SA_Diesel2012,2012,3,1,4,5,5,3.7,1.0892444,0.027025286000000003,166.80885,200.69978,190.6648,166.80885,150.708,20.851107,420.9719,0.0,25.671,200.69978,179.84868,3.4190940000000003,3,30574.48,33659.19,LowLands,False,1.0224666999999998,0.94219565,0.7929228,MG_Hybrid_LowLands2025,0.7929228,99.0,0.0,0,MG_Hybrid_LowLands2025,0.7929228,165606.83,1,920.812,MG_Hybrid_LowLands2025,11.48085,3.826422,5.399915,2.2545135,1 USD/l,False
608,-1,Bolivia,1,1,609,210.74051,-7532.77,-1765.129,-67.66803,-15.758102,4,0,1,0.0,542,17.938465,2,0,0,1814,1,1.9492909999999999,158,2.6514544,2523060,0.578,0.578,0.054000000000000006,0.049,15.548,0,1.6111498,0,0.31,1,133.85166999999998,10.659788,60.322834,221.18372000000002,583.1207,824.41205,126.11188999999999,0,0,7.739783,0.0,0,0,0.31,1,0,1,Grid2012,2012,5,1,4,4,4,3.55,1.0773641999999999,0.000135706,201.5607,242.51224,230.38662999999997,201.5607,0.054000000000000006,62.483814,455.5942,0.0,0.049,242.51224,180.02843000000001,3.4190940000000003,3,30601.072,39844.914,LowLands,True,1.0179733,0.9749180000000001,0.848,MG_Hybrid_LowLands2025,0.848,0.1223,0.0,0,Grid2025,0.1223,87119.33,1,483.91985999999997,Grid2025,8.725984,,,,Other technologies,False
691,-1,Bolivia,1,1,692,199.84013000000002,-7029.0474,-1845.974,-63.14301,-16.460165,21,0,1,0.0,219,0.2245335,9,0,0,1869,1,4.373692500000001,175,14.465566,4505560,100.93700000000001,75.882,25.717,4.993,76.227,0,4.830371400000001,0,0.29100000000000004,3,86.33532,10.659788,60.322834,221.18372000000002,583.1207,824.41205,78.17336999999999,0,0,8.161953,0.0,0,0,0.29100000000000004,0,1,1,SA_PV2012,2012,5,1,5,5,5,4.2,1.1418033,0.046939164000000005,191.13515,229.9685,218.47007999999997,191.13515,25.717,55.620327,466.69653,4.993,4.993,229.9685,174.34818,3.4190940000000003,3,29760.737999999998,37989.195,LowLands,False,1.09436,0.96594167,0.8471384,MG_Hybrid_LowLands2025,0.8471384,0.7843913,5.7010236,1,Grid2025,0.7843913,141666.39,1,812.54877,Grid2025,8.663159,,,,0.6 USD/l,False
705,-1,Bolivia,1,1,706,396.0468,-6958.2573,-1863.7274,-62.507090000000005,-16.613997,3,1,1,0.27665359999999994,246,2.0957906000000004,9,0,0,1868,1,3.9800419999999996,528,12.528772,102342,119.40299999999999,99.939,0.038,0.038,100.365,0,0.6479661,0,0.514,3,112.02995,10.659788,60.322834,221.18372000000002,583.1207,824.41205,112.02995,0,0,0.0,0.0,0,0,0.514,0,1,1,SA_PV2012,2012,5,1,5,5,5,4.2,1.1418033,0.031490992999999995,378.7951,455.75577000000004,432.96795999999995,378.7951,0.038,194.70068,467.06667999999996,0.038,0.038,455.75577000000004,261.05508,3.4190940000000003,3,42588.137,71392.12,LowLands,False,1.01348,0.90960824,0.79332674,MG_Hybrid_LowLands2025,0.79332674,0.49810758,0.043388523,1,Grid2025,0.49810758,123044.2,1,471.33426,Grid2025,11.66789,,,,Other technologies,False
722,-1,Bolivia,1,1,723,784.8267,-7128.8154,-1911.014,-64.03924,-17.023119,23,1,1,0.28147,252,3.1114206,2,0,0,1817,1,3.8870690000000003,568,13.749761999999999,858453,33.25,33.426,12.204,1.9240000000000002,57.14,0,1.4342073,0,0.903,1,132.6844,10.659788,60.322834,221.18372000000002,583.1207,824.41205,130.60612,0,0,2.078275,0.0,0,0,0.903,1,0,1,Grid2012,2012,5,1,4,5,5,4.0,1.1180711,0.028301261,750.63983,903.14905,857.9916,750.63983,12.204,677.82776,456.5359,0.0,1.9240000000000002,903.14905,225.32126,3.4190940000000003,3,37301.684,137579.38,LowLands,True,1.1033467,1.0874177,0.660936,MG_Hybrid_LowLands2025,0.660936,0.1223,0.0,0,Grid2025,0.1223,60508.902,1,268.54504,Grid2025,10.423949,,,,Other technologies,False
734,-1,Bolivia,1,1,735,752.1256,-7012.406999999999,-1988.4869,-62.993526,-17.691454,1,1,1,3.0524666000000003,358,0.3620465,12,0,0,1870,0,6.5819993000000006,618,23.144522,151548,7.455,7.107,0.05,0.053,13.22,0,6.5084763,0,0.961,1,199.58907,10.659788,60.322834,221.18372000000002,583.1207,824.41205,197.42043999999999,0,0,2.1686347,0.0,0,0,0.961,1,0,1,Grid2012,2012,4,1,3,5,5,3.65,1.0851148000000002,0.17617269,719.36316,865.5178,822.24194,719.36316,0.05,691.308,473.03542999999996,0.0,0.053,865.5178,174.20981,3.4190940000000003,3,29740.267999999996,132012.22,LowLands,True,1.0044934,1.1006228,0.6423101,MG_Hybrid_LowLands2025,0.6423101,0.1223,0.0,0,Grid2025,0.1223,47991.27,1,275.47974,Grid2025,8.657200999999999,,,,Other technologies,False
747,-1,Bolivia,1,1,748,1641.9825,-7110.861999999999,-1517.7423,-63.877956000000005,-13.594891,8,1,1,0.6976164,154,0.3620465,9,0,0,1874,1,3.3710004999999996,438,43.778484000000006,968072,183.22400000000002,173.965,153.409,0.19699999999999998,173.967,0,1.0667335,2,0.9540000000000001,4,86.8656,10.659788,60.322834,221.18372000000002,583.1207,824.41205,83.43706,0,0,0.9933636,2.435182,0,0,0.9540000000000001,0,1,1,MG_Diesel2012,2012,5,1,5,5,5,4.2,1.1418033,0.013908182,1570.4581,1889.5316,1795.055,1570.4581,153.409,1498.217,415.64977999999996,0.19699999999999998,0.19699999999999998,1889.5316,391.31458,3.8418381,3,55488.555,252745.22,LowLands,True,1.0359466,0.99466276,0.54353946,MG_Hybrid_LowLands2025,0.54353946,0.26549655,0.22493523,1,Grid2025,0.26549655,76301.67,1,194.98807,Grid2025,14.628553,,,,Other technologies,False
833,-1,Bolivia,1,1,834,486.88324000000006,-7505.1359999999995,-1222.7894,-67.419785,-10.989619,4,0,1,0.0,202,1.8509161,2,0,0,1871,1,2.2819244999999997,29,4.583557,4990640,449.277,380.574,137.495,17.858,380.52,0,1.2191625,0,0.56,4,129.58481,10.659788,60.322834,221.18372000000002,583.1207,824.41205,118.02226,0,0,3.3500552000000003,8.212495,0,0,0.56,0,1,1,MG_Diesel2012,2012,5,1,4,5,5,4.0,1.1180711,0.0008117889999999999,465.6747,560.28687,532.2725,465.6747,137.495,260.77783,420.57715,17.858,17.858,560.28687,299.50906000000003,3.4190940000000003,3,48277.01,86856.43,LowLands,True,1.0179733,0.8906854,0.6847270000000001,MG_Hybrid_LowLands2025,0.6847270000000001,0.36449155,19.966513,1,Grid2025,0.36449155,97548.81,1,325.6957,Grid2025,12.972116999999999,,,,Other technologies,False
