,0
0,102118.78593163763
1,99620.69637623691
2,61312.8926673431
3,41328.306628452345
4,133819.51409781733
5,55231.703136161574
6,31803.453310138993
7,46907.94282407727
8,285868.914697228
9,92288.74683044378
10,29907.04443134535
11,41338.42737006898
12,42656.97418530369
13,87209.14664667187
14,86385.82692052543
15,91427.11577533268
16,25468.68234428808
17,65117.81706509637
18,88890.63786838597
19,19274.54707152233
20,23782.692608302797
21,64899.63343391698
22,28430.02315896124
23,55177.79713374144
24,1865.327056684565
25,333307.1271364008
26,19253.369073722348
27,97888.49760531797
28,28744.95245681183
29,778374.2020368748
30,477293.66008495394
31,20500.04907588089
32,53416.602397848845
33,25532.793203768142
34,75222.81691841445
35,38487.67517891777
36,27503.522731167493
37,20040.729582310356
38,11136.770253895029
39,86526.75220468393
40,37699.13702626583
41,33691.37780094135
42,57171.8647143863
43,24588.913789455164
44,38022.948250115885
45,110390.83009974414
46,689371.4176185832
47,26757.112469096945
48,20029.82505153177
49,64641.81578215979
50,212516.27038713725
51,14969.005061853934
52,12466.575879761282
53,20206.320852361125
54,26543.223607108677
55,51996.907923800936
56,30269.285147883907
57,28253.09461947752
58,31098.97716546501
59,35575.679060592694
60,32408.49010754381
61,54120.692290237275
62,72826.82021932896
63,5204.287672604189
64,39800.484822535145
65,70945.21578067035
66,54455.4794831036
67,43692.90484015432
68,34324.75233472168
69,24124.361982022303
70,46420.81393681458
71,2830.677877856286
72,41410.28224000856
73,45357.334387572235
74,35579.30953681177
75,42024.93352172644
76,42303.449287234944
77,115221.17335515608
78,85543.76418003708
79,60748.716110952286
80,19290.439831454798
81,19286.9239869402
82,37807.201003312024
83,30622.98723373832
84,19290.229456873265
85,43694.98326615311
86,48853.99074874895
87,31019.13714293056
88,278711.6195189102
89,4348.487579027156
90,43019.82664342063
91,51631.22314197798
92,98825.93465021945
93,961332.9152870484
94,33830.78556151537
95,34462.180668279936
96,82540.69238047952
97,37142.81090688559
98,23763.860307624615
99,49789.65995032559
100,148553.84817214284
101,156780.43189342995
102,71382.49017296649
103,15888.733295355749
104,40822.64009783249
105,137056.81077080627
106,103884.95445913784
107,178448.22589589216
108,40829.08044633137
109,15329.24120137344
110,30093.216534451414
111,53554.035624354015
112,43720.88133308103
113,37681.38867561423
114,23989.531432499887
115,583667.9319286328
116,53463.54655504609
117,22434.301106684943
118,37059.31878181345
119,10008.796203233846
120,30705.048996690683
121,11159.996158864626
122,61456.82661354754
123,33579.700750314005
124,51748.80387124158
125,19721.73261542217
126,26389.078468629923
127,164492.08223214303
128,47313.03002077745
129,129599.00735065763
130,113445.03997016624
131,35800.913482977994
132,134437.982173545
133,40006.4480575321
134,45574.30337922955
135,41422.91772357131
136,42389.766965835064
137,55575.676268741176
138,49002.26224074076
139,23350.402337927404
140,41353.56327593312
141,40251.26127352785
142,68545.57754278746
143,65337.820808595985
144,37095.402822497126
145,17443.22748108872
146,27725.7740933738
147,24609.917500161206
148,96702.24891961353
149,35980.699931348594
150,26522.602867557314
151,131208.09315786735
152,37425.0347498609
153,30962.656212654147
154,30004.685332730867
155,57127.86218826099
156,35307.532530832206
157,53020.40500030171
158,47911.34156585239
159,39821.07968239037
160,47411.27118527736
161,241230.64143144645
162,37614.99587534525
163,33316.579459699016
164,121848.31685268
165,12066.207510027369
166,88252.89721678299
167,8209.181562871916
168,58581.243580266884
169,85512.08155531915
170,48432.12972734676
171,31765.368285886856
172,66859.3651474421
173,86777.39698399616
174,79609.30457111803
175,46384.3657961599
176,2521173.85009359
177,131900.0300489962
178,20831.466749515
179,49878.065560275136
180,45096.903489511635
181,35822.14757018915
182,49890.44300263103
183,43655.66829628821
184,24317.011651421115
185,54857.407562617096
186,44711.244443797244
187,57026.78220726705
188,34815.79110016419
189,53487.603727305
190,87093.83564768345
191,82159.98321595477
192,40079.90464763208
193,43256.676049492584
194,183805.58055204517
195,47153.598440489135
196,223048.94221145703
197,34724.32436773401
